transaction_id,timestamp,merchant_id,amount,payment_method,bank,status,error_source,error_step,error_reason,latency_seconds,location,device_type
TXN_000032,2026-08-31 15:56:00,MERCHANT_043,746.14,UPI,Bank_A,SUCCESS,,,,3.95,Hyderabad,Desktop
TXN_000033,2026-08-31 16:58:00,MERCHANT_044,557.29,NETBANKING,Bank_A,SUCCESS,,,,0.52,Pune,Tablet
TXN_000034,2026-08-31 15:52:00,MERCHANT_016,2021.66,CARD,Bank_A,SUCCESS,,,,3.35,Mumbai,Mobile
TXN_000035,2026-08-31 11:23:00,MERCHANT_030,3074.81,UPI,Bank_C,SUCCESS,,,,3.2,Mumbai,Mobile
TXN_000036,2026-08-31 18:23:00,MERCHANT_001,2782.99,UPI,Bank_E,SUCCESS,,,,0.76,Delhi,Mobile
TXN_000037,2026-08-31 17:17:00,MERCHANT_004,473.8,UPI,Bank_D,FAILED,NETWORK,PROCESSING,LIMIT_EXCEEDED,13.22,Mumbai,Desktop
TXN_000038,2026-08-31 13:52:00,MERCHANT_043,804.96,UPI,Bank_E,SUCCESS,,,,2.68,Pune,Desktop
TXN_000039,2026-08-31 14:03:00,MERCHANT_038,679.14,UPI,Bank_A,SUCCESS,,,,1.59,Pune,Tablet
TXN_000040,2026-08-31 14:21:00,MERCHANT_031,910.82,UPI,Bank_E,SUCCESS,,,,1.64,Chennai,Tablet
TXN_000041,2026-08-31 17:40:00,MERCHANT_005,2471.36,UPI,Bank_B,SUCCESS,,,,3.61,Chennai,Mobile
TXN_000042,2026-08-31 13:00:00,MERCHANT_016,4256.66,UPI,Bank_E,SUCCESS,,,,2.15,Chennai,Tablet
TXN_000043,2026-08-31 10:23:00,MERCHANT_037,1574.41,UPI,Bank_E,SUCCESS,,,,3.16,Chennai,Desktop
TXN_000044,2026-08-31 12:29:00,MERCHANT_016,575.29,CARD,Bank_C,SUCCESS,,,,2.46,Bangalore,Desktop
TXN_000045,2026-08-31 20:00:00,MERCHANT_049,1058.04,UPI,Bank_C,SUCCESS,,,,2.33,Delhi,Mobile
TXN_000046,2026-08-31 18:36:00,MERCHANT_035,5242.97,WALLET,Bank_A,SUCCESS,,,,2.0,Mumbai,Tablet
TXN_000047,2026-08-31 14:57:00,MERCHANT_024,1196.37,NETBANKING,Bank_B,SUCCESS,,,,1.6,Bangalore,Mobile
TXN_000048,2026-08-31 18:16:00,MERCHANT_042,813.21,CARD,Bank_E,SUCCESS,,,,2.28,Chennai,Mobile
TXN_000049,2026-08-31 18:27:00,MERCHANT_009,880.36,UPI,Bank_A,SUCCESS,,,,1.94,Bangalore,Mobile
TXN_000050,2026-08-31 18:26:00,MERCHANT_039,1567.3,UPI,Bank_C,SUCCESS,,,,3.14,Mumbai,Tablet
TXN_000051,2026-08-31 20:43:00,MERCHANT_033,488.58,CARD,Bank_C,SUCCESS,,,,3.75,Hyderabad,Desktop
TXN_000052,2026-08-31 09:52:00,MERCHANT_018,663.97,UPI,Bank_D,SUCCESS,,,,3.33,Delhi,Mobile
TXN_000053,2026-08-31 11:13:00,MERCHANT_011,2739.15,CARD,Bank_C,SUCCESS,,,,3.31,Pune,Desktop
TXN_000054,2026-08-31 16:17:00,MERCHANT_005,1523.48,CARD,Bank_A,SUCCESS,,,,1.15,Pune,Mobile
TXN_000055,2026-08-31 15:18:00,MERCHANT_028,1208.43,CARD,Bank_B,SUCCESS,,,,3.33,Mumbai,Mobile
TXN_000056,2026-08-31 09:40:00,MERCHANT_044,2888.94,NETBANKING,Bank_B,SUCCESS,,,,3.64,Mumbai,Tablet
TXN_000057,2026-08-31 18:33:00,MERCHANT_040,543.45,NETBANKING,Bank_D,SUCCESS,,,,1.3,Pune,Mobile
TXN_000058,2026-08-31 13:02:00,MERCHANT_027,790.24,NETBANKING,Bank_B,SUCCESS,,,,1.99,Delhi,Mobile
TXN_000059,2026-08-31 14:40:00,MERCHANT_043,1474.57,CARD,Bank_D,SUCCESS,,,,0.52,Pune,Mobile
TXN_000060,2026-08-31 20:58:00,MERCHANT_031,1423.76,UPI,Bank_A,SUCCESS,,,,2.29,Mumbai,Mobile
TXN_000061,2026-08-31 16:51:00,MERCHANT_015,266.3,UPI,Bank_B,SUCCESS,,,,0.92,Delhi,Tablet
TXN_000062,2026-08-31 14:36:00,MERCHANT_050,720.07,UPI,Bank_A,SUCCESS,,,,1.68,Bangalore,Desktop
TXN_000063,2026-08-31 15:49:00,MERCHANT_022,933.29,CARD,Bank_E,SUCCESS,,,,2.32,Delhi,Mobile
TXN_000064,2026-08-31 13:27:00,MERCHANT_003,1642.63,UPI,Bank_C,SUCCESS,,,,2.96,Delhi,Tablet
TXN_000065,2026-08-31 14:21:00,MERCHANT_008,1418.78,UPI,Bank_E,SUCCESS,,,,3.87,Hyderabad,Tablet
TXN_000066,2026-08-31 09:45:00,MERCHANT_034,1017.96,CARD,Bank_A,SUCCESS,,,,1.38,Chennai,Tablet
TXN_000067,2026-08-31 20:26:00,MERCHANT_005,160.97,UPI,Bank_D,SUCCESS,,,,1.5,Pune,Desktop
TXN_000068,2026-08-31 20:19:00,MERCHANT_033,1067.94,NETBANKING,Bank_C,SUCCESS,,,,0.63,Bangalore,Tablet
TXN_000069,2026-08-31 15:52:00,MERCHANT_009,1164.71,CARD,Bank_E,SUCCESS,,,,0.68,Mumbai,Desktop
TXN_000070,2026-08-31 15:28:00,MERCHANT_040,12877.57,CARD,Bank_B,SUCCESS,,,,1.48,Chennai,Desktop
TXN_000071,2026-08-31 09:00:00,MERCHANT_028,904.73,UPI,Bank_B,SUCCESS,,,,1.01,Chennai,Tablet
TXN_000072,2026-08-31 16:56:00,MERCHANT_033,1482.59,UPI,Bank_B,SUCCESS,,,,2.21,Hyderabad,Tablet
TXN_000073,2026-08-31 10:26:00,MERCHANT_022,3438.61,UPI,Bank_E,SUCCESS,,,,1.33,Delhi,Mobile
TXN_000074,2026-08-31 12:50:00,MERCHANT_002,2326.06,NETBANKING,Bank_B,SUCCESS,,,,3.05,Delhi,Mobile
TXN_000075,2026-08-31 19:25:00,MERCHANT_030,4459.51,NETBANKING,Bank_A,SUCCESS,,,,2.72,Hyderabad,Tablet
TXN_000076,2026-08-31 20:53:00,MERCHANT_016,269.93,UPI,Bank_D,SUCCESS,,,,2.38,Mumbai,Tablet
TXN_000077,2026-08-31 10:49:00,MERCHANT_012,407.26,CARD,Bank_B,SUCCESS,,,,0.64,Pune,Tablet
TXN_000078,2026-08-31 18:30:00,MERCHANT_030,622.47,UPI,Bank_A,SUCCESS,,,,2.57,Mumbai,Desktop
TXN_000079,2026-08-31 18:32:00,MERCHANT_040,232.6,CARD,Bank_D,SUCCESS,,,,2.76,Pune,Tablet
TXN_000080,2026-08-31 18:21:00,MERCHANT_048,1174.46,UPI,Bank_B,SUCCESS,,,,1.11,Hyderabad,Desktop
TXN_000081,2026-08-31 13:13:00,MERCHANT_050,437.28,NETBANKING,Bank_C,SUCCESS,,,,3.78,Chennai,Desktop
TXN_000082,2026-08-31 13:41:00,MERCHANT_016,5166.42,UPI,Bank_C,SUCCESS,,,,0.98,Bangalore,Desktop
TXN_000083,2026-08-31 18:13:00,MERCHANT_015,501.07,UPI,Bank_B,SUCCESS,,,,3.74,Hyderabad,Tablet
TXN_000084,2026-08-31 12:39:00,MERCHANT_022,794.68,UPI,Bank_D,SUCCESS,,,,3.57,Chennai,Desktop
TXN_000085,2026-08-31 12:31:00,MERCHANT_050,2473.82,NETBANKING,Bank_D,FAILED,MERCHANT,CONFIRMATION,LIMIT_EXCEEDED,12.62,Chennai,Tablet
TXN_000086,2026-08-31 09:06:00,MERCHANT_049,320.26,NETBANKING,Bank_C,SUCCESS,,,,2.44,Hyderabad,Desktop
TXN_000087,2026-08-31 18:19:00,MERCHANT_032,219.76,CARD,Bank_B,SUCCESS,,,,0.83,Mumbai,Desktop
TXN_000088,2026-08-31 09:29:00,MERCHANT_047,1319.01,UPI,Bank_D,SUCCESS,,,,3.64,Mumbai,Desktop
TXN_000089,2026-08-31 19:37:00,MERCHANT_038,1422.09,UPI,Bank_D,SUCCESS,,,,1.69,Chennai,Tablet
TXN_000090,2026-08-31 19:58:00,MERCHANT_012,2396.64,UPI,Bank_D,SUCCESS,,,,1.72,Delhi,Desktop
TXN_000091,2026-08-31 12:36:00,MERCHANT_049,1848.15,UPI,Bank_C,SUCCESS,,,,3.6,Hyderabad,Desktop
TXN_000092,2026-08-31 16:11:00,MERCHANT_031,1475.84,UPI,Bank_A,SUCCESS,,,,3.23,Delhi,Tablet
TXN_000093,2026-08-31 14:58:00,MERCHANT_050,555.56,UPI,Bank_A,SUCCESS,,,,1.07,Pune,Mobile
TXN_000094,2026-08-31 13:13:00,MERCHANT_040,1383.34,UPI,Bank_A,SUCCESS,,,,3.64,Mumbai,Mobile
TXN_000095,2026-08-31 20:25:00,MERCHANT_030,1470.08,UPI,Bank_B,SUCCESS,,,,0.52,Pune,Desktop
TXN_000096,2026-08-31 11:51:00,MERCHANT_050,536.81,CARD,Bank_A,SUCCESS,,,,1.06,Mumbai,Desktop
TXN_000097,2026-08-31 09:26:00,MERCHANT_044,7085.28,NETBANKING,Bank_E,SUCCESS,,,,2.78,Hyderabad,Desktop
TXN_000098,2026-08-31 12:23:00,MERCHANT_007,1761.34,UPI,Bank_B,SUCCESS,,,,1.28,Pune,Desktop
TXN_000099,2026-08-31 19:14:00,MERCHANT_003,413.77,NETBANKING,Bank_E,SUCCESS,,,,1.64,Bangalore,Tablet
TXN_000100,2026-08-31 15:19:00,MERCHANT_001,2409.28,UPI,Bank_C,SUCCESS,,,,3.11,Hyderabad,Desktop
TXN_000101,2026-08-31 15:10:00,MERCHANT_046,2873.76,CARD,Bank_D,SUCCESS,,,,2.8,Mumbai,Desktop
TXN_000102,2026-08-31 17:54:00,MERCHANT_040,1657.03,WALLET,Bank_C,SUCCESS,,,,2.49,Chennai,Desktop
TXN_000103,2026-08-31 19:06:00,MERCHANT_006,858.01,UPI,Bank_B,SUCCESS,,,,1.43,Bangalore,Desktop
TXN_000104,2026-08-31 16:55:00,MERCHANT_022,516.08,CARD,Bank_D,SUCCESS,,,,1.35,Delhi,Desktop
TXN_000105,2026-08-31 12:06:00,MERCHANT_017,1015.26,UPI,Bank_C,SUCCESS,,,,3.62,Bangalore,Desktop
TXN_000106,2026-08-31 20:58:00,MERCHANT_001,1542.49,NETBANKING,Bank_E,SUCCESS,,,,2.71,Chennai,Mobile
TXN_000107,2026-08-31 15:56:00,MERCHANT_045,1110.98,UPI,Bank_B,SUCCESS,,,,2.52,Hyderabad,Tablet
TXN_000108,2026-08-31 16:38:00,MERCHANT_019,4691.62,CARD,Bank_A,SUCCESS,,,,2.22,Mumbai,Desktop
TXN_000109,2026-08-31 14:13:00,MERCHANT_031,2050.15,CARD,Bank_C,SUCCESS,,,,1.48,Chennai,Tablet
TXN_000110,2026-08-31 18:23:00,MERCHANT_018,465.37,UPI,Bank_D,SUCCESS,,,,0.59,Bangalore,Desktop
TXN_000111,2026-08-31 12:17:00,MERCHANT_049,375.82,UPI,Bank_E,SUCCESS,,,,3.79,Pune,Mobile
TXN_000112,2026-08-31 17:15:00,MERCHANT_049,1776.63,UPI,Bank_E,SUCCESS,,,,3.84,Chennai,Tablet
TXN_000113,2026-08-31 10:42:00,MERCHANT_015,877.03,NETBANKING,Bank_C,SUCCESS,,,,0.55,Bangalore,Mobile
TXN_000114,2026-08-31 18:06:00,MERCHANT_004,2239.48,UPI,Bank_A,SUCCESS,,,,3.75,Chennai,Desktop
TXN_000115,2026-08-31 11:09:00,MERCHANT_007,1760.3,CARD,Bank_D,SUCCESS,,,,3.87,Delhi,Tablet
TXN_000116,2026-08-31 17:10:00,MERCHANT_004,1019.61,UPI,Bank_B,SUCCESS,,,,3.49,Bangalore,Desktop
TXN_000117,2026-08-31 10:06:00,MERCHANT_037,470.22,UPI,Bank_A,SUCCESS,,,,3.48,Pune,Tablet
TXN_000118,2026-08-31 11:32:00,MERCHANT_006,241.09,NETBANKING,Bank_C,SUCCESS,,,,1.61,Mumbai,Mobile
TXN_000119,2026-08-31 16:06:00,MERCHANT_015,1358.44,CARD,Bank_E,SUCCESS,,,,3.78,Chennai,Desktop
TXN_000120,2026-08-31 16:33:00,MERCHANT_028,315.53,UPI,Bank_E,SUCCESS,,,,2.94,Bangalore,Tablet
TXN_000121,2026-08-31 19:24:00,MERCHANT_049,453.11,WALLET,Bank_A,SUCCESS,,,,2.65,Mumbai,Tablet
TXN_000122,2026-08-31 20:16:00,MERCHANT_012,1278.86,UPI,Bank_B,SUCCESS,,,,3.97,Chennai,Mobile
TXN_000123,2026-08-31 15:58:00,MERCHANT_031,1162.36,UPI,Bank_E,SUCCESS,,,,3.57,Bangalore,Mobile
TXN_000124,2026-08-31 13:49:00,MERCHANT_005,349.68,CARD,Bank_D,SUCCESS,,,,3.09,Pune,Mobile
TXN_000125,2026-08-31 19:40:00,MERCHANT_028,3239.1,CARD,Bank_B,SUCCESS,,,,1.76,Delhi,Tablet
TXN_000126,2026-08-31 11:32:00,MERCHANT_005,3145.73,NETBANKING,Bank_B,SUCCESS,,,,1.53,Delhi,Mobile
TXN_000127,2026-08-31 19:09:00,MERCHANT_019,1835.43,CARD,Bank_E,SUCCESS,,,,3.53,Hyderabad,Mobile
TXN_000128,2026-08-31 14:11:00,MERCHANT_033,1833.14,CARD,Bank_C,SUCCESS,,,,3.7,Chennai,Desktop
TXN_000129,2026-08-31 19:12:00,MERCHANT_048,1835.46,UPI,Bank_D,SUCCESS,,,,3.29,Bangalore,Tablet
TXN_000130,2026-08-31 10:33:00,MERCHANT_038,51675.11,UPI,Bank_E,SUCCESS,,,,2.77,Delhi,Tablet
TXN_000131,2026-08-31 18:50:00,MERCHANT_031,2846.94,UPI,Bank_B,SUCCESS,,,,3.62,Chennai,Tablet
TXN_000132,2026-08-31 13:44:00,MERCHANT_028,2103.57,UPI,Bank_E,SUCCESS,,,,1.68,Pune,Desktop
TXN_000133,2026-08-31 17:01:00,MERCHANT_021,506.32,UPI,Bank_C,SUCCESS,,,,2.52,Pune,Mobile
TXN_000134,2026-08-31 14:37:00,MERCHANT_019,865.39,UPI,Bank_D,SUCCESS,,,,0.63,Pune,Desktop
TXN_000135,2026-08-31 18:23:00,MERCHANT_021,11099.54,UPI,Bank_A,SUCCESS,,,,1.5,Bangalore,Desktop
TXN_000136,2026-08-31 15:53:00,MERCHANT_043,169.48,NETBANKING,Bank_A,SUCCESS,,,,2.57,Chennai,Desktop
TXN_000137,2026-08-31 12:12:00,MERCHANT_049,684.08,UPI,Bank_E,SUCCESS,,,,0.94,Hyderabad,Tablet
TXN_000138,2026-08-31 09:52:00,MERCHANT_009,3258.27,UPI,Bank_E,SUCCESS,,,,2.33,Bangalore,Desktop
TXN_000139,2026-08-31 17:16:00,MERCHANT_016,536.3,UPI,Bank_E,SUCCESS,,,,2.68,Pune,Mobile
TXN_000140,2026-08-31 09:14:00,MERCHANT_015,2163.75,CARD,Bank_A,SUCCESS,,,,0.8,Delhi,Desktop
TXN_000141,2026-08-31 20:03:00,MERCHANT_046,1147.76,NETBANKING,Bank_D,SUCCESS,,,,2.39,Bangalore,Tablet
TXN_000142,2026-08-31 16:05:00,MERCHANT_016,571.58,NETBANKING,Bank_D,SUCCESS,,,,2.73,Hyderabad,Tablet
TXN_000143,2026-08-31 12:15:00,MERCHANT_048,144.73,NETBANKING,Bank_E,SUCCESS,,,,3.28,Mumbai,Mobile
TXN_000144,2026-08-31 16:04:00,MERCHANT_018,1321.41,UPI,Bank_E,SUCCESS,,,,1.45,Delhi,Desktop
TXN_000145,2026-08-31 19:01:00,MERCHANT_010,496.45,CARD,Bank_D,SUCCESS,,,,0.59,Hyderabad,Tablet
TXN_000146,2026-08-31 14:40:00,MERCHANT_025,977.76,CARD,Bank_E,SUCCESS,,,,3.87,Hyderabad,Desktop
TXN_000147,2026-08-31 20:54:00,MERCHANT_015,1817.08,UPI,Bank_D,SUCCESS,,,,1.93,Hyderabad,Mobile
TXN_000148,2026-08-31 17:04:00,MERCHANT_025,2606.48,CARD,Bank_D,SUCCESS,,,,1.11,Pune,Tablet
TXN_000149,2026-08-31 17:27:00,MERCHANT_033,682.02,WALLET,Bank_B,SUCCESS,,,,2.42,Chennai,Desktop
TXN_000150,2026-08-31 16:30:00,MERCHANT_001,570.59,UPI,Bank_D,SUCCESS,,,,3.0,Pune,Mobile
TXN_000151,2026-08-31 20:10:00,MERCHANT_031,310.79,WALLET,Bank_A,SUCCESS,,,,3.84,Bangalore,Desktop
TXN_000152,2026-08-31 15:47:00,MERCHANT_044,2745.89,CARD,Bank_C,SUCCESS,,,,3.08,Chennai,Desktop
TXN_000153,2026-08-31 19:41:00,MERCHANT_035,9155.92,CARD,Bank_D,SUCCESS,,,,1.97,Delhi,Tablet
TXN_000154,2026-08-31 19:46:00,MERCHANT_015,3079.32,CARD,Bank_C,SUCCESS,,,,1.37,Pune,Mobile
TXN_000155,2026-08-31 10:40:00,MERCHANT_029,3892.91,CARD,Bank_A,SUCCESS,,,,0.55,Mumbai,Tablet
TXN_000156,2026-08-31 09:29:00,MERCHANT_019,540.41,UPI,Bank_A,SUCCESS,,,,0.91,Bangalore,Desktop
TXN_000157,2026-08-31 13:10:00,MERCHANT_044,1709.27,UPI,Bank_E,SUCCESS,,,,2.16,Mumbai,Mobile
TXN_000158,2026-08-31 19:24:00,MERCHANT_044,2379.47,NETBANKING,Bank_E,SUCCESS,,,,0.84,Mumbai,Desktop
TXN_000159,2026-08-31 11:26:00,MERCHANT_030,42.89,UPI,Bank_C,FAILED,NETWORK,PROCESSING,INVALID_DETAILS,4.25,Bangalore,Tablet
TXN_000160,2026-08-31 11:41:00,MERCHANT_038,393.71,UPI,Bank_C,SUCCESS,,,,2.02,Bangalore,Tablet
TXN_000161,2026-08-31 20:46:00,MERCHANT_013,5610.59,UPI,Bank_C,SUCCESS,,,,2.72,Hyderabad,Desktop
TXN_000162,2026-08-31 15:30:00,MERCHANT_019,262.4,CARD,Bank_E,FAILED,NETWORK,PROCESSING,TIMEOUT,2.59,Pune,Desktop
TXN_000163,2026-08-31 18:39:00,MERCHANT_039,4634.45,NETBANKING,Bank_A,SUCCESS,,,,2.26,Pune,Desktop
TXN_000164,2026-08-31 13:53:00,MERCHANT_039,260.9,CARD,Bank_B,SUCCESS,,,,3.5,Bangalore,Mobile
TXN_000165,2026-08-31 19:35:00,MERCHANT_041,410.96,UPI,Bank_B,SUCCESS,,,,0.75,Delhi,Tablet
TXN_000166,2026-08-31 14:16:00,MERCHANT_038,1740.81,CARD,Bank_A,SUCCESS,,,,2.75,Bangalore,Tablet
TXN_000167,2026-08-31 14:02:00,MERCHANT_012,1175.92,UPI,Bank_D,SUCCESS,,,,3.79,Mumbai,Mobile
TXN_000168,2026-08-31 15:14:00,MERCHANT_011,745.97,UPI,Bank_C,SUCCESS,,,,2.51,Bangalore,Desktop
TXN_000169,2026-08-31 14:02:00,MERCHANT_008,5356.24,CARD,Bank_C,SUCCESS,,,,2.1,Hyderabad,Mobile
TXN_000170,2026-08-31 12:51:00,MERCHANT_036,318.04,NETBANKING,Bank_D,SUCCESS,,,,2.41,Bangalore,Mobile
TXN_000171,2026-08-31 09:14:00,MERCHANT_030,942.2,UPI,Bank_A,SUCCESS,,,,3.86,Bangalore,Tablet
TXN_000172,2026-08-31 13:28:00,MERCHANT_007,1974.99,CARD,Bank_C,SUCCESS,,,,3.67,Pune,Mobile
TXN_000173,2026-08-31 19:34:00,MERCHANT_021,1452.43,NETBANKING,Bank_E,SUCCESS,,,,0.75,Chennai,Mobile
TXN_000174,2026-08-31 19:50:00,MERCHANT_042,588.34,NETBANKING,Bank_C,SUCCESS,,,,1.62,Hyderabad,Mobile
TXN_000175,2026-08-31 09:38:00,MERCHANT_008,608.28,UPI,Bank_D,SUCCESS,,,,0.91,Delhi,Mobile
TXN_000176,2026-08-31 11:18:00,MERCHANT_043,2564.71,UPI,Bank_C,SUCCESS,,,,2.94,Pune,Tablet
TXN_000177,2026-08-31 16:09:00,MERCHANT_027,2696.2,CARD,Bank_B,SUCCESS,,,,3.07,Pune,Mobile
TXN_000178,2026-08-31 19:30:00,MERCHANT_003,1491.14,UPI,Bank_C,SUCCESS,,,,3.31,Pune,Desktop
TXN_000179,2026-08-31 16:35:00,MERCHANT_007,478.67,WALLET,Bank_C,SUCCESS,,,,3.13,Pune,Desktop
TXN_000180,2026-08-31 20:00:00,MERCHANT_018,626.29,UPI,Bank_D,SUCCESS,,,,3.32,Mumbai,Mobile
TXN_000181,2026-08-31 16:45:00,MERCHANT_042,1073.95,UPI,Bank_B,SUCCESS,,,,1.8,Pune,Tablet
TXN_000182,2026-08-31 09:51:00,MERCHANT_009,1233.15,CARD,Bank_B,SUCCESS,,,,3.22,Chennai,Mobile
TXN_000183,2026-08-31 18:27:00,MERCHANT_015,1895.23,UPI,Bank_B,SUCCESS,,,,3.5,Bangalore,Mobile
TXN_000184,2026-08-31 19:10:00,MERCHANT_009,895.88,UPI,Bank_B,SUCCESS,,,,2.0,Chennai,Desktop
TXN_000185,2026-08-31 10:52:00,MERCHANT_009,2503.43,CARD,Bank_A,SUCCESS,,,,0.86,Delhi,Desktop
TXN_000186,2026-08-31 13:03:00,MERCHANT_012,2473.8,CARD,Bank_A,SUCCESS,,,,3.66,Bangalore,Mobile
TXN_000187,2026-08-31 16:11:00,MERCHANT_031,4045.98,UPI,Bank_A,SUCCESS,,,,1.62,Hyderabad,Desktop
TXN_000188,2026-08-31 10:51:00,MERCHANT_040,1119.91,UPI,Bank_B,SUCCESS,,,,3.63,Delhi,Tablet
TXN_000189,2026-08-31 20:14:00,MERCHANT_042,1516.51,UPI,Bank_D,SUCCESS,,,,3.83,Delhi,Mobile
TXN_000190,2026-08-31 15:51:00,MERCHANT_032,962.81,UPI,Bank_A,SUCCESS,,,,2.51,Pune,Desktop
TXN_000191,2026-08-31 10:22:00,MERCHANT_005,483.85,UPI,Bank_B,SUCCESS,,,,1.53,Mumbai,Desktop
TXN_000192,2026-08-31 18:59:00,MERCHANT_025,8887.38,UPI,Bank_C,SUCCESS,,,,1.65,Chennai,Tablet
TXN_000193,2026-08-31 17:37:00,MERCHANT_045,3491.58,CARD,Bank_A,SUCCESS,,,,3.27,Delhi,Tablet
TXN_000194,2026-08-31 18:24:00,MERCHANT_028,2420.34,CARD,Bank_B,SUCCESS,,,,3.26,Hyderabad,Mobile
TXN_000195,2026-08-31 16:44:00,MERCHANT_021,1083.28,UPI,Bank_A,SUCCESS,,,,0.7,Hyderabad,Desktop
TXN_000196,2026-08-31 15:23:00,MERCHANT_005,447.08,WALLET,Bank_D,SUCCESS,,,,2.42,Delhi,Mobile
TXN_000197,2026-08-31 10:38:00,MERCHANT_009,2907.71,CARD,Bank_C,SUCCESS,,,,1.73,Chennai,Mobile
TXN_000198,2026-08-31 18:35:00,MERCHANT_027,946.66,CARD,Bank_A,SUCCESS,,,,0.91,Bangalore,Tablet
TXN_000199,2026-08-31 16:13:00,MERCHANT_019,1657.28,NETBANKING,Bank_A,SUCCESS,,,,2.66,Chennai,Desktop
TXN_000200,2026-08-31 18:51:00,MERCHANT_043,624.08,UPI,Bank_B,SUCCESS,,,,0.85,Hyderabad,Mobile
TXN_000201,2026-08-31 14:58:00,MERCHANT_008,1401.04,NETBANKING,Bank_C,SUCCESS,,,,0.75,Bangalore,Tablet
